Name,Cuisine Style,Ranking,Rating,Price Range,Number of Reviews,Reviews,URL_TA
Kolkovna Olympia,"['Bar', 'European', 'Czech', 'Eastern European', 'Central European', 'Vegetarian Friendly', 'Gluten Free Options']",222.0,4.0,$$ - $$$,1530.0,"[['Very good food, good price, big portions', 'Nice pub - restaurant'], ['12/28/2017', '12/14/2017']]",/Restaurant_Review-g274707-d694851-Reviews-Kolkovna_Olympia-Prague_Bohemia.html
Katr Restaurant,"['Bar', 'European', 'Czech', 'Central European', 'Vegetarian Friendly', 'Gluten Free Options']",223.0,4.5,$$ - $$$,307.0,"[['Fair priced and great meat', 'Friendly evening'], ['01/09/2018', '12/04/2017']]",/Restaurant_Review-g274707-d3701441-Reviews-Katr_Restaurant-Prague_Bohemia.html
Kitchen Ramen Bar,"['Japanese', 'Asian', 'Soups', 'Vegetarian Friendly']",224.0,4.0,$$ - $$$,400.0,"[['Great interior!', 'Delicous ramen and sake'], ['01/08/2018', '12/29/2017']]",/Restaurant_Review-g274707-d6404428-Reviews-Kitchen_Ramen_Bar-Prague_Bohemia.html
Pot au Feu,"['French', 'European', 'Gluten Free Options']",225.0,4.5,$$$$,177.0,"[['Nice food,but bad service.', 'A surprise at Prague'], ['12/21/2017', '10/23/2017']]",/Restaurant_Review-g274707-d4754000-Reviews-Pot_au_Feu-Prague_Bohemia.html
Restaurant Havelska Koruna,"['European', 'Czech', 'Eastern European', 'Central European', 'Vegetarian Friendly']",226.0,4.0,$,671.0,"[['Simple cheap eat (read for instructions)', 'A bit confusing, but worth it!'], ['11/16/2017', '11/15/2017']]",/Restaurant_Review-g274707-d2018223-Reviews-Restaurant_Havelska_Koruna-Prague_Bohemia.html
Restaurace Letem svetem,"['Steakhouse', 'European', 'Central European', 'Vegetarian Friendly', 'Gluten Free Options']",227.0,5.0,$$ - $$$,146.0,"[['Super atmosphere and brilliant food!', 'Great place to get rest, to get drink and...'], ['08/16/2017', '07/11/2017']]",/Restaurant_Review-g274707-d3859300-Reviews-Restaurace_Letem_svetem-Prague_Bohemia.html
Cafe Bar Archa U Prokupku,"['Bar', 'European', 'Czech', 'Eastern European', 'Central European', 'Vegetarian Friendly']",228.0,4.5,$,233.0,"[[""Amazing food. Didn't feel like a 'tourist..."", 'Plenty of Pork'], ['01/03/2018', '01/01/2018']]",/Restaurant_Review-g274707-d1370780-Reviews-Cafe_Bar_Archa_U_Prokupku-Prague_Bohemia.html
U Provaznice,"['Bar', 'European', 'Pub', 'Czech', 'Eastern European', 'Central European', 'Vegetarian Friendly']",229.0,4.0,$,772.0,"[['lovely place to visit for quick beer or me...', 'Great real traditional bar'], ['12/26/2017', '12/15/2017']]",/Restaurant_Review-g274707-d1093604-Reviews-U_Provaznice-Prague_Bohemia.html
Bonvivant's CTC,"['French', 'Italian']",230.0,4.5,$$ - $$$,209.0,"[['Small neighborhood bar with a speakeasy at...', ""Fantastic cocktail bar in Prague's Old Tow...""], ['10/30/2017', '10/19/2017']]",/Restaurant_Review-g274707-d6375998-Reviews-Bonvivant_s_CTC-Prague_Bohemia.html
AIdente Trattoria E Vineria,"['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Gluten Free Options', 'Vegan Options']",231.0,4.5,$$ - $$$,653.0,"[['Nice Italian restaurant', 'What a cool place!'], ['01/09/2018', '12/26/2017']]",/Restaurant_Review-g274707-d873162-Reviews-AIdente_Trattoria_E_Vineria-Prague_Bohemia.html
LoVeg,"['European', 'Czech', 'Central European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",232.0,4.5,$$ - $$$,518.0,"[['Fantastic vegan food', 'Little Gem'], ['01/15/2017', '11/18/2016']]",/Restaurant_Review-g274707-d5012171-Reviews-LoVeg-Prague_Bohemia.html
Lokal Dlouhaaa,"['Bar', 'European', 'Pub', 'Czech', 'Eastern European', 'Central European', 'Vegetarian Friendly']",233.0,4.0,$,2272.0,"[['Great Czech food', 'Nice Czech beer hall with decent Czech foo...'], ['01/09/2018', '01/09/2018']]",/Restaurant_Review-g274707-d4070135-Reviews-Lokal_Dlouhaaa-Prague_Bohemia.html
Potrefena Husa,"['Bar', 'European', 'Czech', 'Eastern European', 'Central European', 'Vegetarian Friendly']",234.0,4.5,$$ - $$$,648.0,"[['Beer and Food', 'Great local food'], ['01/04/2018', '12/28/2017']]",/Restaurant_Review-g274707-d1100351-Reviews-Potrefena_Husa-Prague_Bohemia.html
Moment Cafe,"['Cafe', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",235.0,4.5,$$ - $$$,112.0,"[['Best vegan omelette ever!', 'Amazing vegan food!'], ['01/10/2018', '01/08/2018']]",/Restaurant_Review-g274707-d5501290-Reviews-Moment_Cafe-Prague_Bohemia.html
Nejen Bistro,"['European', 'Central European', 'Grill', 'Vegetarian Friendly', 'Gluten Free Options']",236.0,4.5,$$ - $$$,185.0,"[['Spectacular chicken supreme!!', 'Visit this place!'], ['12/29/2017', '12/22/2017']]",/Restaurant_Review-g274707-d8440097-Reviews-Nejen_Bistro-Prague_Bohemia.html
Marina Ristorante,"['Italian', 'Pizza', 'Seafood', 'Mediterranean', 'European', 'Central European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",237.0,4.0,$$ - $$$,2982.0,"[['Dinner', 'Nice vieuw and good food'], ['12/28/2017', '12/27/2017']]",/Restaurant_Review-g274707-d1889054-Reviews-Marina_Ristorante-Prague_Bohemia.html
Spices Restaurant and Bar,"['Chinese', 'Japanese', 'Indian', 'Sushi', 'Asian', 'Thai', 'Indonesian', 'Sri Lankan', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",238.0,4.5,$$$$,298.0,"[['Enjoyable experience', 'Great!!!'], ['12/09/2017', '11/24/2017']]",/Restaurant_Review-g274707-d7698410-Reviews-Spices_Restaurant_and_Bar-Prague_Bohemia.html
Pivnice Stupartska,"['Bar', 'European', 'Pub', 'Czech', 'Eastern European', 'Central European']",239.0,4.0,$$ - $$$,1440.0,"[['Good', 'Very good food but poor service'], ['12/31/2017', '12/31/2017']]",/Restaurant_Review-g274707-d2221900-Reviews-Pivnice_Stupartska-Prague_Bohemia.html
Aquarius Restaurant,"['European', 'Central European', 'Mediterranean', 'Czech', 'Vegetarian Friendly', 'Gluten Free Options']",240.0,4.5,$$$$,223.0,"[['Simply amazing', 'Lovely setting.'], ['12/28/2017', '12/17/2017']]",/Restaurant_Review-g274707-d1093660-Reviews-Aquarius_Restaurant-Prague_Bohemia.html
U Gruzina,"['Grill', 'Armenian', 'Barbecue', 'Georgian', 'Eastern European', 'Vegetarian Friendly']",241.0,5.0,$$ - $$$,63.0,"[['Nice lamp meat', 'Excellent Georgian food outdoors'], ['12/10/2017', '12/02/2017']]",/Restaurant_Review-g274707-d8078587-Reviews-U_Gruzina-Prague_Bohemia.html
Pivo & Basilico,"['Italian', 'European', 'Czech', 'Central European', 'Vegetarian Friendly']",242.0,4.0,$$ - $$$,396.0,"[['Fabulous final meal in Prague', 'Good Italian-Czech restaurant in Prague'], ['01/03/2018', '08/23/2017']]",/Restaurant_Review-g274707-d944336-Reviews-Pivo_Basilico-Prague_Bohemia.html
Plzenska Restaurace The Municipal House,"['French', 'European', 'Czech', 'Eastern European', 'Central European', 'Vegetarian Friendly']",243.0,4.0,$$ - $$$,942.0,"[['Excellent experience.', 'Huge restaurant, traditional Czech cuisine...'], ['01/05/2018', '12/29/2017']]",/Restaurant_Review-g274707-d1584789-Reviews-Plzenska_Restaurace_The_Municipal_House-Prague_Bohemia.html
Planeta Zizkov,"['Bar', 'European', 'Pub', 'Czech', 'International']",244.0,4.5,$,256.0,"[['Friendly staff and great food', 'Nice Žižkov pub with good beer and chicken...'], ['12/29/2017', '12/26/2017']]",/Restaurant_Review-g274707-d2423998-Reviews-Planeta_Zizkov-Prague_Bohemia.html
U Magistra Kelly,"['Bar', 'European', 'Czech', 'Eastern European', 'Central European']",245.0,4.5,$,289.0,"[['Very nice small restaurant', 'Tasty traditional food with great value fo...'], ['01/01/2018', '12/31/2017']]",/Restaurant_Review-g274707-d2243360-Reviews-U_Magistra_Kelly-Prague_Bohemia.html
Food of Love,"['International', 'European', 'Delicatessen', 'Fast Food', 'Central European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",246.0,5.0,$$ - $$$,63.0,"[['Awesome service', 'Foodgasm!!!!!!!❤️'], ['08/19/2017', '08/18/2017']]",/Restaurant_Review-g274707-d11689033-Reviews-Food_of_Love-Prague_Bohemia.html
Cathedral Cafe,"['Cafe', 'European', 'Czech', 'Central European', 'Gluten Free Options', 'Vegetarian Friendly', 'Vegan Options']",247.0,4.5,$$ - $$$,218.0,"[['Breakfast and cappuccino', 'Lovely place'], ['01/03/2018', '12/31/2017']]",/Restaurant_Review-g274707-d7391483-Reviews-Cathedral_Cafe-Prague_Bohemia.html
U Budovce,"['Italian', 'Bar', 'Pizza', 'European', 'Czech', 'Central European', 'Vegetarian Friendly']",248.0,4.5,$$ - $$$,331.0,"[['Great atmosphere', 'Very nice place and special goulash!'], ['01/06/2018', '12/02/2017']]",/Restaurant_Review-g274707-d2532173-Reviews-U_Budovce-Prague_Bohemia.html
Dutch Pub restaurant & sports bar,"['American', 'International', 'Bar', 'European', 'Pub', 'Czech', 'Central European']",249.0,4.5,$$ - $$$,280.0,"[['Excellent food and atmosphere', 'Very nice place! Great food! Great atmosph...'], ['01/09/2018', '01/03/2018']]",/Restaurant_Review-g274707-d7195591-Reviews-Dutch_Pub_restaurant_sports_bar-Prague_Bohemia.html
Mustek Restaurant,"['European', 'Czech', 'Eastern European', 'Central European', 'Vegetarian Friendly']",250.0,4.0,$$ - $$$,847.0,"[['A traditional style restaurant in the midd...', 'Worth the Visit'], ['12/30/2017', '12/24/2017']]",/Restaurant_Review-g274707-d2032373-Reviews-Mustek_Restaurant-Prague_Bohemia.html
La Bottega Gastronomica,"['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",251.0,4.5,$$ - $$$,225.0,"[['Amazing service and Italian food', 'Good food & wine'], ['01/02/2018', '12/29/2017']]",/Restaurant_Review-g274707-d6210875-Reviews-La_Bottega_Gastronomica-Prague_Bohemia.html
Restaurant Modry zub,"['Asian', 'Thai', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",252.0,4.5,$$ - $$$,355.0,"[['Good vegetarian choice', 'Excellent Thai'], ['01/02/2018', '01/01/2018']]",/Restaurant_Review-g274707-d2572401-Reviews-Restaurant_Modry_zub-Prague_Bohemia.html
McCarthy's Irish Pub & Disco Bar Prague,"['Irish', 'Bar', 'International', 'European', 'Pub', 'Vegetarian Friendly']",253.0,5.0,$$ - $$$,43.0,"[['Authentic', 'Great authentic Irish pub'], ['01/08/2018', '01/06/2018']]",/Restaurant_Review-g274707-d12869255-Reviews-McCarthy_s_Irish_Pub_Disco_Bar_Prague-Prague_Bohemia.html
Restaurace Kulovy Blesk,"['Bar', 'European', 'Pub', 'Czech', 'Eastern European', 'Central European']",254.0,4.5,$$ - $$$,307.0,"[['Awesome place', 'Fine beer and mediocre dinner'], ['12/28/2017', '11/23/2017']]",/Restaurant_Review-g274707-d3192062-Reviews-Restaurace_Kulovy_Blesk-Prague_Bohemia.html
Green Tomato,"['Italian', 'Pizza', 'European', 'Vegetarian Friendly', 'Vegan Options']",255.0,4.0,$$ - $$$,391.0,"[['Warm', 'Great food and reasonable price'], ['12/25/2017', '11/29/2017']]",/Restaurant_Review-g274707-d1156472-Reviews-Green_Tomato-Prague_Bohemia.html
James Dean Prague,"['American', 'Bar']",256.0,4.0,$$ - $$$,857.0,"[['Quick food and coffee.', 'Good atmosphere'], ['01/09/2018', '01/04/2018']]",/Restaurant_Review-g274707-d2570755-Reviews-James_Dean_Prague-Prague_Bohemia.html
Las Adelitas,"['Mexican', 'Latin', 'Central American', 'Vegetarian Friendly']",257.0,4.0,$$ - $$$,532.0,"[['First Time Experience', 'Tasty'], ['12/26/2017', '11/29/2017']]",/Restaurant_Review-g274707-d3749047-Reviews-Las_Adelitas-Prague_Bohemia.html
Pizza Nuova,"['Italian', 'Pizza', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",258.0,4.0,$$ - $$$,990.0,"[['Great Pizza and Carpaccio and Pistachio Ic...', 'Pizza is life'], ['01/02/2018', '12/19/2017']]",/Restaurant_Review-g274707-d786964-Reviews-Pizza_Nuova-Prague_Bohemia.html
Buddha Bar,"['Chinese', 'Japanese', 'Sushi', 'Asian', 'Thai', 'Fusion', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",259.0,4.0,$$$$,635.0,"[['Beautiful decor, less than average service...', 'Excellent Food'], ['11/19/2017', '09/18/2017']]",/Restaurant_Review-g274707-d1344824-Reviews-Buddha_Bar-Prague_Bohemia.html
La Casa Argentina,"['Steakhouse', 'Latin', 'Barbecue', 'European', 'Argentinean', 'South American', 'Gluten Free Options']",260.0,4.0,$$$$,1578.0,"[['Good option', 'Great Steak'], ['01/04/2018', '12/22/2017']]",/Restaurant_Review-g274707-d810106-Reviews-La_Casa_Argentina-Prague_Bohemia.html
Meduzzy,"['European', 'Czech', 'Eastern European', 'Central European', 'Vegetarian Friendly']",261.0,4.0,$$ - $$$,585.0,"[['Dinner', ""Supprised it wasn't busier""], ['12/03/2017', '12/01/2017']]",/Restaurant_Review-g274707-d1092973-Reviews-Meduzzy-Prague_Bohemia.html
10hp,"['Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",262.0,5.0,$$ - $$$,76.0,"[['Highly recommended', 'Top food and service. Nice Music.'], ['04/24/2017', '04/24/2017']]",/Restaurant_Review-g274707-d11924791-Reviews-10hp-Prague_Bohemia.html
U Tri Houslicek,"['European', 'Czech', 'Eastern European', 'Central European', 'International', 'Vegetarian Friendly']",263.0,4.0,$$ - $$$,483.0,"[['Wonderful diner', 'Tasty Food'], ['11/19/2017', '11/07/2017']]",/Restaurant_Review-g274707-d1238371-Reviews-U_Tri_Houslicek-Prague_Bohemia.html
Bar Restaurant Karlova 30,"['Bar', 'European', 'Czech', 'Eastern European', 'Central European']",264.0,4.0,$$ - $$$,316.0,"[['Super!', 'A Great Find'], ['01/05/2018', '12/24/2017']]",/Restaurant_Review-g274707-d7245624-Reviews-Bar_Restaurant_Karlova_30-Prague_Bohemia.html
Kolkovna Celnice,"['Bar', 'European', 'Czech', 'Eastern European', 'Central European', 'Vegetarian Friendly']",265.0,4.0,$$ - $$$,1767.0,"[['Big Portions - Good Value', 'Lovely food/ good vslue'], ['12/29/2017', '12/05/2017']]",/Restaurant_Review-g274707-d694912-Reviews-Kolkovna_Celnice-Prague_Bohemia.html
Lobkowicz Palace Cafe,"['Cafe', 'European', 'Czech', 'Eastern European', 'Central European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",266.0,4.0,$$ - $$$,633.0,"[['Very nice cafe with awesome views', 'The outside terrace views are fantastic'], ['12/04/2017', '11/28/2017']]",/Restaurant_Review-g274707-d1737814-Reviews-Lobkowicz_Palace_Cafe-Prague_Bohemia.html
Botanic,"['Mediterranean', 'European', 'Czech', 'Central European', 'Vegetarian Friendly', 'Gluten Free Options']",267.0,4.5,$$ - $$$,199.0,"[['Good prices, exceptional quality', 'Nice ambient'], ['01/01/2018', '11/14/2017']]",/Restaurant_Review-g274707-d816048-Reviews-Botanic-Prague_Bohemia.html
Pivnice U Jary,"['Bar', 'European', 'Pub', 'Czech', 'Eastern European', 'Central European']",268.0,4.5,$,176.0,"[['Great beer', 'Excellent East Bohemian beers, great price...'], ['11/07/2017', '09/27/2017']]",/Restaurant_Review-g274707-d3742676-Reviews-Pivnice_U_Jary-Prague_Bohemia.html
Ambiente Lokal,"['Bar', 'Czech', 'Eastern European', 'Central European', 'Vegetarian Friendly']",269.0,4.0,$$ - $$$,1302.0,"[['Delish local food!!! FRESH beer!', 'Beber and more🍺🍺🍺'], ['09/19/2017', '04/24/2017']]",/Restaurant_Review-g274707-d1636260-Reviews-Ambiente_Lokal-Prague_Bohemia.html
U Houdku,"['Bar', 'European', 'Pub', 'Czech', 'Eastern European', 'Central European']",270.0,4.5,$,240.0,"[['Great food and cheap', 'Great food'], ['12/20/2017', '11/15/2017']]",/Restaurant_Review-g274707-d807056-Reviews-U_Houdku-Prague_Bohemia.html
Cross Club,"['Bar', 'European', 'Pub', 'Czech', 'Vegetarian Friendly', 'Vegan Options']",271.0,4.5,$,315.0,"[['Party till the sun comes up!', 'Amazing deco, very good rave!'], ['12/25/2017', '11/11/2017']]",/Restaurant_Review-g274707-d1134573-Reviews-Cross_Club-Prague_Bohemia.html
U Dvou Panu,"['Bar', 'European', 'Contemporary', 'Gastropub', 'Czech', 'Eastern European', 'Central European', 'Vegetarian Friendly']",272.0,4.5,$$ - $$$,173.0,"[['Restaurant is very good!', 'Go for Hovezi Svickova'], ['01/07/2018', '01/03/2018']]",/Restaurant_Review-g274707-d10389321-Reviews-U_Dvou_Panu-Prague_Bohemia.html
Zlaty Klas,"['Bar', 'European', 'Pub', 'Czech', 'Eastern European', 'Central European', 'Vegetarian Friendly']",273.0,4.0,$$ - $$$,636.0,"[['Local restaurant with good food and servic...', 'very good traditional czech food'], ['11/12/2017', '11/05/2017']]",/Restaurant_Review-g274707-d1235757-Reviews-Zlaty_Klas-Prague_Bohemia.html
Nota Bene,"['European', 'Czech', 'Eastern European', 'Central European', 'Vegetarian Friendly', 'Gluten Free Options']",274.0,4.5,$$ - $$$,251.0,"[['Fantastic food and service. Very cool vibe...', 'Amazing service and food'], ['12/30/2017', '12/04/2017']]",/Restaurant_Review-g274707-d3477796-Reviews-Nota_Bene-Prague_Bohemia.html
La Republica,"['Bar', 'European', 'Pub', 'Czech', 'Eastern European', 'Central European', 'Vegetarian Friendly', 'Gluten Free Options']",275.0,4.0,$$ - $$$,1425.0,"[['Lively restaurant with a local feel', 'Schnitzel the size of a sombrero'], ['12/30/2017', '12/30/2017']]",/Restaurant_Review-g274707-d2478125-Reviews-La_Republica-Prague_Bohemia.html
Alforno Focacceria Italiana,"['Italian', 'Pizza', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options']",276.0,4.0,$$ - $$$,806.0,"[['Not bad', ""When the moon hits the sky... that's alfor...""], ['12/27/2017', '12/10/2017']]",/Restaurant_Review-g274707-d2424945-Reviews-Alforno_Focacceria_Italiana-Prague_Bohemia.html
U Medvidku,"['Bar', 'European', 'Pub', 'Czech', 'Eastern European', 'Central European']",277.0,4.0,$$ - $$$,3293.0,"[['Crowded, fast service and queues', 'Tradicional Chech pub'], ['01/05/2018', '01/02/2018']]",/Restaurant_Review-g274707-d1118159-Reviews-U_Medvidku-Prague_Bohemia.html
Wine Bar Vinoteka U Mourenina,['Wine Bar'],278.0,5.0,$$ - $$$,73.0,"[['Great little discovery', ""It's a perfect place to have great wine""], ['01/04/2018', '12/04/2017']]",/Restaurant_Review-g274707-d7742623-Reviews-Wine_Bar_Vinoteka_U_Mourenina-Prague_Bohemia.html
Gate Restaurant,"['Bar', 'European', 'Czech', 'Eastern European', 'Central European', 'Vegetarian Friendly', 'Gluten Free Options']",279.0,4.0,$$ - $$$,406.0,"[['Our tour guide recommended and was near ou...', 'Authentic Czech food'], ['11/24/2017', '11/09/2017']]",/Restaurant_Review-g274707-d1118149-Reviews-Gate_Restaurant-Prague_Bohemia.html
U Supa,"['Bar', 'Czech', 'Vegetarian Friendly']",280.0,4.0,$$ - $$$,836.0,"[['Beer & Grub', 'An upmarket pub with Czech grub'], ['12/25/2017', '12/19/2017']]",/Restaurant_Review-g274707-d1091177-Reviews-U_Supa-Prague_Bohemia.html
Ristorante Pizzeria Rugantino Osteria Romana,"['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Gluten Free Options', 'Vegan Options']",281.0,4.5,$$ - $$$,388.0,"[['Nice place to eat a pizza and listen to go...', 'Good coffee, long wait'], ['01/03/2018', '12/26/2017']]",/Restaurant_Review-g274707-d7156030-Reviews-Ristorante_Pizzeria_Rugantino_Osteria_Romana-Prague_Bohemia.html
Cafe Letka,"['Czech', 'Cafe', 'European', 'Vegetarian Friendly', 'Vegan Options']",282.0,4.5,$,65.0,"[['Good coffee close to Letna', 'Favorite Cafe in Prague!'], ['01/05/2018', '01/04/2018']]",/Restaurant_Review-g274707-d9565372-Reviews-Cafe_Letka-Prague_Bohemia.html
Pivovar Narodni,"['Bar', 'Barbecue', 'European', 'Pub', 'Czech', 'Eastern European', 'Central European', 'Vegetarian Friendly']",283.0,4.0,$$ - $$$,493.0,"[['Good find', 'First Beer in Prague'], ['10/30/2017', '10/24/2017']]",/Restaurant_Review-g274707-d8380743-Reviews-Pivovar_Narodni-Prague_Bohemia.html
Home Kitchen,"['Cafe', 'European', 'Soups', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",284.0,4.5,$$ - $$$,256.0,"[['Best breakfast in Praha', 'The BEST lunch we have had in Europe'], ['01/05/2018', '12/27/2017']]",/Restaurant_Review-g274707-d1600098-Reviews-Home_Kitchen-Prague_Bohemia.html
Bistrot 104,"['Czech', 'European', 'Vegetarian Friendly']",285.0,5.0,$$$$,51.0,"[['Top', 'A restaurant with Scandinavian atmosphere.'], ['12/29/2017', '11/07/2017']]",/Restaurant_Review-g274707-d12210954-Reviews-Bistrot_104-Prague_Bohemia.html
Cafe-Pub Atmosphere,"['Bar', 'European', 'Pub', 'Czech', 'Central European', 'International']",286.0,4.0,$,383.0,"[['Delicious food', 'Nice pub with a inner courtyard to sit out...'], ['12/23/2017', '08/14/2017']]",/Restaurant_Review-g274707-d800629-Reviews-Cafe_Pub_Atmosphere-Prague_Bohemia.html
Brasileiro Slovansky dum,"['Brazilian', 'Gluten Free Options']",287.0,4.5,$$ - $$$,211.0,"[['Tasty experience', 'Constantly high standards in the heart of...'], ['12/29/2017', '12/07/2017']]",/Restaurant_Review-g274707-d7123825-Reviews-Brasileiro_Slovansky_dum-Prague_Bohemia.html
Vinohradsky Pivovar,"['Bar', 'European', 'Pub', 'Czech', 'Central European', 'Vegetarian Friendly']",288.0,4.5,$$ - $$$,185.0,"[['Go for a beer!', 'Worth the trip'], ['12/21/2017', '11/25/2017']]",/Restaurant_Review-g274707-d7223149-Reviews-Vinohradsky_Pivovar-Prague_Bohemia.html
